Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,ppi,Gaming,Touchscreen,Cpu Brand,Gpu brand
MSI,15.6,8,512,Windows,4.63,899.9,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Panasonic,13.1,4,500,Windows,8.2,399.99,1024.0,768.0,97.70992366412214,0,1,Intel Core i5,Intel 
HP,15.6,8,512,Windows,5,1376.49,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
HP,14.0,4,128,Windows,3.25,699.99,1366.0,768.0,111.93520355955211,0,0,Athlon Processor,AMD
ASUS,15.6,32,1024,Windows,4.63,1776.19,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,NVIDIA
HP,17.3,16,16,Others/Linux/Mac OS,11.03,1699.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i7,Intel 
HP,14.0,4,512,Chrome OS,3.3,129.0,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
HP,17.3,8,512,Windows,10.9,3799.77,1920.0,1080.0,127.33567457123111,0,1,Intel Core i9,NVIDIA
ASUS,16.0,16,512,Windows,7.43,1499.99,1920.0,1200.0,141.50971698084905,0,0,Intel Core i9,NVIDIA
Acer,15.6,8,256,Windows,3.97,629.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,14.0,4,64,Chrome OS,3.64,188.91,1366.0,768.0,111.93520355955211,0,1,Celeron Processor,Intel 
SAMSUNG,15.6,1,1024,Windows,2.45,1900.17,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
HP,11.6,4,32,Chrome OS,2.76,346.0,1366.0,768.0,135.0942111925629,0,1,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,3.7,532.97,1920.0,1080.0,141.21199808219862,0,1,Intel Core i5,Intel 
ASUS,15.6,8,512,Windows,3.75,749.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,15.6,8,256,Windows,5.89,1037.39,1920.0,1200.0,145.1381712624093,0,1,Intel Core i5,Intel 
Lenovo,13.3,16,256,Windows,4.36,1639.95,1920.0,1200.0,170.23725351079585,0,1,Intel Core i5,Intel 
Lenovo,14.0,16,512,Windows,5.1,1284.45,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Acer,15.6,8,128,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i3,Intel 
Acer,15.6,8,128,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,6.15,890.92,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,AMD
HP,15.6,16,1024,Windows,5.34,699.99,1366.0,768.0,100.45466986113651,0,1,Intel Core i3,Intel 
HP,11.6,4,16,Chrome OS,3,135.0,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Lenovo,14.0,4,256,Windows,4.33,189.99,1366.0,768.0,111.93520355955211,0,0,Pentium Processor,Intel 
MSI,17.3,32,2048,Windows,6,699.99,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
ASUS,11.6,2,32,Windows,2.2,141.99,1920.0,1080.0,189.90579052433606,0,0,Celeron Processor,Intel 
Dell,14.1,4,80,Windows,5.94,119.99,1280.0,800.0,107.05226816518133,0,0,Other Intel Processor,Intel 
HP,14.0,4,32,Windows,2.88,204.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,14.0,16,512,Windows,10,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Acer,14.0,16,1024,Others/Linux/Mac OS,8,999.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Stoneycreek,15.6,16,512,Others/Linux/Mac OS,8,12.02,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Intel,15.6,64,512,Others/Linux/Mac OS,8,1066.11,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,NVIDIA
MSI,16.0,16,1024,Windows,4.19,1865.93,2560.0,1600.0,188.67962264113208,1,0,Intel Core i7,NVIDIA
ASUS,14.0,4,500,Windows,3.96,699.99,1366.0,768.0,111.93520355955211,0,1,Intel Core i5,Intel 
Lenovo,15.6,32,1024,Windows,6.32,4199.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,14.0,16,512,Windows,3.3,678.0,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
ASUS,13.0,8,256,Windows,2.6,699.99,3200.0,1800.0,282.4239961643972,0,1,Intel Core i7,Intel 
HP,15.6,16,8192,Windows,4.5,699.99,3840.0,2160.0,282.42399616439724,0,0,Intel Core i7,Intel 
Dell,15.6,16,500,Windows,11,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Dell,14.0,16,256,Windows,3.1,630.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,11.6,4,128,Windows,3.51,286.0,4096.0,2160.0,399.1930028291189,0,1,Celeron Processor,Intel 
ASUS,15.6,4,128,Windows,3.97,329.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i3,Intel 
Dell,15.6,8,128,Windows,3.91,319.0,1366.0,768.0,100.45466986113651,0,0,Celeron Processor,Intel 
MSI,17.3,32,1024,Others/Linux/Mac OS,6.49,1506.89,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
SAMSUNG,11.6,4,16,Chrome OS,2.6,128.49,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Lenovo,11.6,4,128,Windows,3.5,286.0,1366.0,1080.0,150.11776985948802,0,1,Celeron Processor,Intel 
Acer,15.6,8,256,Windows,7.28,729.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
HP,15.6,16,512,Windows,3.86,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Panasonic,14.0,8,480,Windows,5.6,550.0,1366.0,768.0,111.93520355955211,0,1,Intel Core i5,Intel 
Lenovo,16.0,32,1024,Windows,4,3099.0,2560.0,1600.0,188.67962264113208,0,0,Intel Core i9,NVIDIA
Acer,12.0,4,32,Chrome OS,3.09,129.0,1366.0,912.0,136.87230464114273,0,0,Celeron Processor,Intel 
HP,14.0,32,2048,Windows,7,699.99,1920.0,1200.0,161.72539083525606,0,0,AMD Processor,AMD
Acer,11.6,4,160,Chrome OS,3.31,199.0,1366.0,768.0,135.0942111925629,0,1,AMD Processor,AMD
Acer,14.0,8,512,Windows,3.37,949.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Acer,15.6,8,256,Windows,2.64,749.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
HP,14.0,4,512,Windows,2.6,289.13,1366.0,768.0,111.93520355955211,0,0,Intel Core i3,Intel 
Dell,14.0,16,512,Windows,3.4,1038.0,2240.0,1400.0,188.67962264113206,0,0,Intel Core i7,NVIDIA
HP,15.6,16,8192,Windows,4.5,699.99,3840.0,2160.0,282.42399616439724,0,0,Intel Core i7,Intel 
Dell,14.1,4,300,Windows,5.07,112.44,1600.0,1400.0,150.78221010971134,0,0,Intel Core i7,Intel 
Toshiba,15.6,12,1024,Windows,4.96,699.99,3840.0,2160.0,282.42399616439724,0,0,Intel Core i7,Intel 
HP,14.0,4,64,Chrome OS,4.4,208.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Dell,15.6,8,256,Windows,6.2,798.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,14.0,8,256,Windows,3.26,399.0,1366.0,768.0,111.93520355955211,0,1,AMD Processor,AMD
Lenovo,15.6,8,512,Windows,5.59,649.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,12.5,8,512,Windows,2.49,1396.25,1920.0,1080.0,176.23257360658386,0,0,Intel Core i7,Intel 
Lenovo,11.6,8,64,Chrome OS,4,387.79,1366.0,768.0,135.0942111925629,0,1,Celeron Processor,Intel 
ASUS,14.0,8,256,Windows,3.53,309.99,1366.0,768.0,111.93520355955211,0,0,AMD Processor,Intel 
Lenovo,15.6,8,512,Windows,8.7,769.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
ASUS,15.0,6,750,Windows,5.1,699.99,1366.0,768.0,104.47285665558198,0,0,Intel Core i5,Intel 
Dell,17.0,16,1024,Windows,23.2,2399.0,2560.0,1600.0,177.58082130930077,0,0,Intel Core i7,NVIDIA
ASUS,15.6,4,64,Chrome OS,3.15,449.99,1920.0,1080.0,141.21199808219862,0,0,Celeron Processor,Intel 
HP,17.3,64,1024,Windows,6.08,699.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i7,Intel 
ASUS,15.6,8,256,Windows,5.5,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i3,Intel 
ASUS,17.3,1,1024,Windows,5.95,1019.99,1920.0,1080.0,127.33567457123111,1,0,AMD Processor,NVIDIA
Dell,17.0,16,512,Windows,10.13,3361.63,1920.0,1200.0,133.1856159819756,0,0,Intel Core i7,NVIDIA
Razer,17.3,16,1024,Windows,10.56,3363.42,3840.0,2160.0,254.67134914246222,1,0,Intel Core i7,NVIDIA
Broage,15.6,4,64,Windows,3.2,129.0,1920.0,1080.0,141.21199808219862,0,0,Celeron Processor,Intel 
Dell,14.0,16,512,Windows,3.4,2797.98,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,Intel 
Lenovo,15.6,8,256,Windows,3.75,499.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,Intel 
Lenovo,14.0,4,128,Windows,3.3,699.99,1920.0,1080.0,157.3505121487356,0,1,Intel Core i3,Intel 
Acer,11.6,4,32,Chrome OS,1,77.0,1920.0,1080.0,189.90579052433606,0,0,Celeron Processor,Intel 
HP,16.0,16,2048,Windows,7,1899.0,3072.0,1920.0,226.4155471693585,0,1,Intel Core i7,Intel 
ASUS,14.0,8,512,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,7.9,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
HP,14.0,4,64,Windows,3.24,132.24,1366.0,768.0,111.93520355955211,0,1,AMD Processor,AMD
Lenovo,14.0,4,32,Chrome OS,3.2,379.04,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,AMD
Acer,13.5,8,512,Windows,2.65,992.5,2256.0,1504.0,200.84255993695703,0,0,Intel Core i5,Intel 
Dell,14.0,8,512,Windows,4.84,1218.6,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,14.0,16,512,Windows,5.05,1579.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
SAMSUNG,15.6,16,512,Windows,3.53,1199.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
HP,14.0,4,128,Chrome OS,5,187.0,1366.0,768.0,111.93520355955211,0,1,Celeron Processor,Intel 
SAMSUNG,14.0,16,512,Windows,3.31,1349.72,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,15.6,32,512,Windows,6.4,2728.77,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,13.3,16,1024,Windows,2.87,815.87,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Lenovo,15.6,4,128,Windows,4.1,288.85,1366.0,768.0,100.45466986113651,0,0,Intel Core i3,Intel 
Lenovo,13.3,8,256,Windows,4.2,829.54,1920.0,1200.0,170.23725351079585,0,0,Intel Core i5,Intel 
HP,14.0,16,512,Windows,3,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,13.7,16,256,Windows,6.56,589.99,1920.0,1080.0,160.79614380162764,0,0,Intel Core i3,Intel 
HYUNDAI,14.1,4,128,Windows,2.93,149.99,1366.0,768.0,111.1413368676404,0,0,Celeron Processor,Intel 
MSI,17.3,16,1024,Windows,9.5,699.99,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
ASUS,14.0,4,128,Others/Linux/Mac OS,8,249.99,1920.0,1080.0,157.3505121487356,0,0,Celeron Processor,Intel 
Lenovo,15.6,8,256,Windows,5.95,664.33,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
HP,14.0,32,512,Windows,4.97,2077.99,1920.0,1200.0,161.72539083525606,0,0,Intel Core i7,Intel 
HP,14.0,4,64,Windows,3.17,248.99,1920.0,1080.0,157.3505121487356,0,0,Celeron Processor,Intel 
HP,15.6,8,512,Windows,3.73,529.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
ASUS,17.3,16,1024,Windows,7.04,999.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i9,Intel 
HP,11.6,4,32,Windows,2.37,699.99,1920.0,1080.0,189.90579052433606,0,0,Celeron Processor,Intel 
Gateway,15.6,8,512,Windows,4,199.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,15.6,4,1024,Windows,3.5,329.0,1366.0,768.0,100.45466986113651,0,1,Intel Core i5,Intel 
HP,15.6,32,2048,Windows,3.78,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
HP,11.6,4,128,Windows,4.05,407.87,1366.0,768.0,135.0942111925629,0,0,Pentium Processor,Intel 
Lenovo,14.0,16,512,Windows,5.05,699.99,1920.0,1200.0,161.72539083525606,0,1,AMD Processor,AMD
Acer,15.6,16,512,Windows,5.06,1264.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Lenovo,14.0,16,512,Windows,1,1914.6,1920.0,1200.0,161.72539083525606,0,1,Intel Core i7,Intel 
HP,15.6,16,512,Windows,4.79,584.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
ASUS,15.0,8,1024,Windows,4.8,699.99,1366.0,768.0,104.47285665558198,0,1,Intel Core i7,NVIDIA
Dell,14.1,2,40,Windows,5,699.99,1400.0,1050.0,124.11347517730496,0,0,Pentium Processor,AMD
Acer,15.6,4,128,Windows,3.97,340.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
HP,15.6,16,1024,Windows,4.41,699.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
Acer,16.0,32,1024,Windows,5.29,699.99,2560.0,1600.0,188.67962264113208,1,0,Intel Core i9,Intel 
Gateway,14.1,8,512,Windows,3.74,699.99,1920.0,1080.0,156.23455106966654,0,1,Intel Core i7,Intel 
Microsoft,15.6,16,512,Windows,6.6,1839.62,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,NVIDIA
Dell,15.6,32,1024,Windows,4.6,1089.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Dell,15.6,32,1000,Windows,8,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i9,NVIDIA
Dell,13.3,8,256,Windows,4.5,850.0,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
HP,15.6,16,1024,Windows,5.29,499.0,1366.0,768.0,100.45466986113651,0,0,Pentium Processor,Intel 
Lenovo,14.0,16,256,Windows,4.55,699.99,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,Intel 
HP,15.0,8,512,Windows,4.11,694.9,1920.0,1080.0,146.86047800548656,0,0,AMD Processor,AMD
Lenovo,15.6,16,512,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,NVIDIA
Lenovo,15.6,16,256,Windows,5.9,1299.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
ASUS,11.6,2,32,Windows,3,123.0,1920.0,1080.0,189.90579052433606,0,0,Intel Core i7,Intel 
ASUS,16.0,32,1024,Windows,4.41,1499.99,3840.0,2400.0,283.0194339616981,0,0,AMD Processor,NVIDIA
HP,14.0,4,64,Windows,3.3,208.95,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
Dell,15.6,4,320,Windows,9.65,95.0,1366.0,768.0,100.45466986113651,0,0,Intel Core i5,Intel 
Dell,13.0,16,256,Windows,1.7,1029.99,1920.0,1080.0,169.45439769863833,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,256,Windows,14.45,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,14.0,8,512,Windows,3.64,999.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,16.0,16,512,Windows,6.59,1158.99,1920.0,1200.0,141.50971698084905,0,0,Intel Core i7,Intel 
Acer,15.6,16,512,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,14.0,8,512,Windows,5,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,AMD
ASUS,15.6,8,512,Windows,3.97,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i3,AMD
HP,17.3,8,256,Windows,5.6,434.61,1920.0,1080.0,127.33567457123111,0,0,AMD Processor,AMD
Dell,14.0,8,256,Windows,3.5,328.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
HP,15.6,16,512,Windows,3,699.99,1920.0,1200.0,145.1381712624093,0,0,Intel Core i7,Intel 
HP,11.6,8,256,Windows,4.6,949.0,1366.0,768.0,135.0942111925629,0,1,Intel Core i5,Intel 
Dell,15.6,32,1024,Windows,5.37,1349.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Lenovo,14.0,16,512,Windows,6,1135.11,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,5.84,936.55,1920.0,1080.0,141.21199808219862,0,1,Intel Core i5,Intel 
Lenovo,14.0,20,1024,Windows,4.55,609.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,11.6,4,500,Windows,3.06,460.0,1366.0,1080.0,150.11776985948802,0,0,Celeron Processor,Intel 
Microsoft,10.51,16,128,Windows,1.2,310.07,1920.0,1280.0,219.5578321881021,0,1,Intel Core i7,Intel 
ASUS,15.6,32,1024,Windows,5.16,3274.22,3840.0,2160.0,282.42399616439724,0,0,Intel Core i9,NVIDIA
Lenovo,14.0,16,512,Windows,5.1,970.22,1920.0,1080.0,157.3505121487356,0,1,AMD Processor,AMD
HP,15.58,16,256,Windows,5,699.99,1920.0,1080.0,141.39327150720786,0,0,Intel Core i5,Intel 
HP,17.3,16,512,Windows,8,699.99,1600.0,900.0,106.11306214269258,0,0,Athlon Processor,AMD
Lenovo,11.6,4,64,Chrome OS,2.42,84.0,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
ONN,13.3,4,128,Windows,3.3,159.99,1920.0,1080.0,165.6321180513006,0,1,Intel Core i7,Intel 
Acer,14.0,8,64,Chrome OS,2.87,380.2,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,15.6,64,2048,Windows,6,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,15.6,40,2048,Windows,4.21,1879.99,2560.0,1440.0,188.28266410959816,1,0,AMD Processor,NVIDIA
Dell,15.6,32,1000,Windows,8,699.99,3840.0,1080.0,255.70415597837942,0,0,Intel Core i7,NVIDIA
ASUS,16.0,16,1024,Windows,3.74,699.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,Intel 
ASUS,15.6,32,2048,Windows,10,2289.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
MSI,17.3,32,1024,Windows,11.43,699.99,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
Lenovo,15.6,12,2048,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
HP,15.6,6,1024,Windows,4.72,699.99,1366.0,768.0,100.45466986113651,0,1,AMD Processor,AMD
Dell,16.0,64,2048,Windows,8,699.99,3072.0,1920.0,226.4155471693585,0,0,Intel Core i7,NVIDIA
Dell,15.6,8,256,Windows,3.51,1390.13,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
MSI,15.6,16,512,Windows,4.1,1299.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Acer,13.3,8,64,Chrome OS,2.65,436.72,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
MSI,16.0,64,1024,Windows,5.07,699.99,2560.0,1600.0,188.67962264113208,1,0,Intel Core i7,NVIDIA
Dell,14.0,8,256,Windows,3.3,962.78,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
HP,15.6,16,1000,Windows,3.75,549.99,1920.0,1080.0,141.21199808219862,0,0,Athlon Processor,AMD
Lenovo,15.6,16,1024,Windows,6.1,1835.77,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,14.0,4,128,Windows,3.3,399.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
HP,15.6,12,256,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,12,512,Windows,4.08,699.9,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Apple,15.6,64,2048,Others/Linux/Mac OS,8.48,4299.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,15.6,8,256,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i3,Intel 
Dell,14.0,8,512,Windows,3,699.99,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Latitude,14.0,8,256,Windows,6.55,149.0,1600.0,900.0,131.12542679061298,0,0,Intel Core i7,Intel 
Dell,12.5,8,512,Windows,10.6,1720.36,1366.0,768.0,125.36742798669837,0,0,Intel Core i7,Intel 
Alienware,18.0,8,750,Windows,20.8,1499.99,1920.0,1080.0,122.38373167123879,1,0,Intel Core i7,Intel 
HP,13.3,16,512,Windows,2.5,1399.0,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Lenovo,15.6,32,2048,Windows,5.42,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Lenovo,11.6,4,512,Chrome OS,2.64,187.99,1920.0,1080.0,189.90579052433606,0,1,Celeron Processor,Intel 
HP,16.0,16,512,Windows,4.45,1599.0,3072.0,1920.0,226.4155471693585,0,1,Intel Core i7,Intel 
HP,14.0,32,512,Windows,2.99,3499.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Lenovo,14.0,4,128,Windows,3.08,209.0,1366.0,768.0,111.93520355955211,0,0,Pentium Processor,Intel 
ASUS,15.6,40,1024,Windows,4.2,1939.99,2560.0,1440.0,188.28266410959816,1,0,AMD Processor,NVIDIA
ASUS,15.6,16,512,Windows,4.41,1259.49,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Lenovo,14.0,16,2048,Windows,3,1500.29,1920.0,1200.0,161.72539083525606,0,0,AMD Processor,AMD
HP,14.0,32,2048,Windows,7,699.99,1920.0,1200.0,161.72539083525606,0,0,Intel Core i7,Intel 
Best Notebooks,13.5,16,512,Windows,3.01,2699.0,3000.0,2000.0,267.07787225659183,0,0,Intel Core i7,Intel 
Acer,14.0,8,512,Windows,2.65,484.88,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Acer,15.6,4,128,Windows,4,315.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i3,Intel 
HP,15.6,8,256,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,11.6,2,512,Windows,1.5,219.95,1366.0,768.0,135.0942111925629,0,0,Other Intel Processor,Intel 
Dell,15.0,16,512,Windows,5.15,2699.0,1920.0,1200.0,150.94369811290565,0,1,Intel Core i7,Intel 
HP,13.3,16,512,Windows,4.55,1070.0,1920.0,1200.0,170.23725351079585,0,0,AMD Processor,AMD
MSI,15.6,64,4096,Windows,9.9,699.99,3840.0,2160.0,282.42399616439724,1,0,Intel Core i9,NVIDIA
Alienware,15.6,16,512,Windows,5.5,2099.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Dell,17.0,16,1000,Windows,4.87,699.99,3840.0,1080.0,234.64616666251288,0,0,Intel Core i9,NVIDIA
Lenovo Group Limited,11.6,4,500,Windows,5.5,100.0,1920.0,1080.0,189.90579052433606,0,0,AMD Processor,AMD
Toughbook,12.0,16,512,Windows,8.13,1200.0,2160.0,1440.0,216.33307652783935,0,0,Intel Core i5,Intel 
Acer,14.0,8,256,Windows,3.53,607.99,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Microsoft,13.5,8,256,Windows,2.79,368.99,1280.0,800.0,111.81014675030049,0,0,Intel Core i5,Intel 
Lenovo,15.6,16,1024,Windows,4.58,2259.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,11.6,4,64,Chrome OS,4.24,169.99,1366.0,768.0,135.0942111925629,0,1,Celeron Processor,Intel 
LG,13.3,8,512,Windows,6,699.99,1920.0,1080.0,165.6321180513006,0,0,AMD Processor,AMD
Dell,14.0,8,256,Windows,3.79,934.67,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
Lenovo,11.6,4,128,Windows,3.39,599.0,1366.0,768.0,135.0942111925629,0,1,Celeron Processor,Intel 
ASUS,17.3,32,1024,Windows,11.62,699.99,2560.0,1440.0,169.78089942830815,1,0,Intel Core i9,Intel 
HP,16.0,16,512,Windows,6.25,2301.72,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,NVIDIA
ASUS,15.6,8,1280,Windows,5.3,999.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
Toshiba,15.6,8,1024,Windows,4.84,699.99,1366.0,768.0,100.45466986113651,0,0,Intel Core i7,Intel 
Dell,15.6,16,1024,Windows,6,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,14.0,8,256,Windows,4,388.75,1920.0,1080.0,157.3505121487356,0,1,Intel Core i3,Intel 
Dell,13.3,16,256,Windows,2.48,1954.14,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Dell,14.0,8,256,Windows,3.4,1691.54,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Mavark,18.0,64,20480,Windows,8,8599.0,2560.0,1600.0,167.71522012545074,1,0,Intel Core i7,NVIDIA
Lenovo,14.0,20,1024,Windows,4.62,615.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,14.0,16,256,Windows,3.32,524.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,15.6,16,512,Windows,3.72,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Dell,13.3,8,512,Windows,2.7,699.99,3200.0,1800.0,276.053530085501,0,0,Intel Core i5,Intel 
ASUS,14.0,8,256,Others/Linux/Mac OS,8,534.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Microsoft,12.3,8,256,Windows,1.7,713.0,1920.0,1080.0,179.09814390912993,0,0,Intel Core i7,Intel 
HP,14.0,16,256,Windows,3.02,699.99,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,AMD
Lenovo,14.0,8,256,Windows,2.91,198.1,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
ASUS,15.6,16,1024,Windows,5.7,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
SAMSUNG,15.6,16,512,Windows,2.31,1176.24,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
