Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
Alienware,"Alienware x15 R1 VR Ready Gaming Laptop - 15.6 inch FHD 360Hz Display, Intel Core i7-11800H, 16GB DDR4 RAM, 1TB SSD, HDMI, WiFi, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 11 Home - White",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,1 TB,‎NVIDIA GeForce RTX 3070,‎Windows 10 Home,‎5.2 pounds,"$2,499.00 "
Lenovo,"Lenovo 2021 Legion 5 17.3"" FHD IPS 144Hz Premium Gaming Laptop, AMD Ryzen 7 5800H, GeForce RTX 3060(130W), HDMI, Webcam, Backlit KB, USB-C, Win 11 (32GB RAM | 1TB PCIe SSD)",17.3 Inches,‎1920 x 1080 Pixels,AMD Ryzen 7,32 GB,1 TB,‎NVIDIA GeForce RTX 3060,‎Windows 11 Home,‎10.98 pounds,
Evoo,"Evoo Gaming 15.6” Laptop, FHD, 120Hz, AMD Ryzen 7 4800H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black (EG-LP7-BK)",15.6 Inches,‎1920 x 1080,Ryzen 7 4800H,16 GB,512 GB,‎NVIDIA GeForce RTX 2060,‎Windows 10 Home,‎8.91 pounds,"$1,196.79 "
MSI,"MSI Modern 15 A10M-261 15.6"" Gaming Notebook - Full HD - 1920 x 1080 - Intel Core i7 (10th Gen) i7-10510U 1.80 GHz - 8 GB RAM - 512 GB SSD - Onyx Black - Windows 10 Pro - Intel - in-Plane Switchi",15.6 Inches,‎1920 x 1080 Pixels,Core i7,8 GB,512 GB,,‎Windows 10 Pro,‎6.05 pounds,"From $1,499.00"
HP,HP Elite Dragonfly Notebook PC,13.3 Inches,,Intel Core i5,16 GB,‎SSD,‎Intel UHD Graphics 620,‎Windows 10 Pro,‎3.95 pounds,From $598.00
Dell,"Dell Latitude 7480 14in HD Laptop - Intel Core i5-7200U 2.50GHz, 16GB RAM, 256GB SSD, Webcam, Windows 10 Pro (Renewed)",14 Inches,‎1366 x 768 Pixels,Core i5,16 GB,256 GB,‎Intel HD Graphics 620,‎Windows 11 Pro,‎3.88 pounds,$219.00 
Lenovo,"Lenovo ThinkBook 13s G4 ARB 21AS0014US 13.3"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 6600U 2.90 GHz - 8 GB Total RAM - 256 GB SSD - AMD Chip - AMD - IEEE 802.11ax Wireless LAN Standard",13.3 Inches,‎1920 x 1200 Pixels,‎2.9 GHz,8 GB,256 GB,,‎Windows 10 Home,‎4.3 pounds,$819.00 
ASUS,"ASUS VivoBook Thin and Light Gaming Laptop, 15.6"" Full HD, Intel Core i7-7700HQ Processor, 16GB DDR4 RAM, 256GB SSD+1TB HDD, GeForce GTX 1050 4GB, backlit Keys - M580VD-EB76",15.6 Inches,‎1920 x 1080 Pixels,‎2.8 GHz,16 GB,1000 GB,‎NVIDIA GeForce GTX 1050,‎Windows 10,‎5.1 pounds,"From $1,999.00"
Alienware,"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 2 X 512GB SSD (RAID0) + 1TB (+8GB SSH SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",17.3 Inches,‎1920 x 1080,Core i9-9900K,32 GB,32 GB,‎NVIDIA GeForce RTX 2080,‎Windows 10,‎15 pounds,"From $6,299.00"
Dell,Dell Latitude 5420 I5 11-1135 G7 8GB,14,‎1920 x 1080 Pixels,Core i5,8 GB,‎SSD,,‎Windows 10 Pro,‎3.6 pounds,$816.71 
Lenovo,"2022 Lenovo ThinkPad E14 Gen 3 Business Laptop | 14"" FHD IPS | AMD Ryzen 7 5700U | Radeon Graphics | 24GB RAM 1TB SSD | WiFi 6 | Type-C | HDMI | RJ45 | Backlit Keyboard | Fingerprint | Windows 11 Pro",14 Inches,‎1920 x 1080 Pixels,Ryzen 7,24 GB,1 TB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎7 pounds,
Lenovo,"Lenovo ThinkPad L15 Gen 3 21C30052US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black",15.6 Inches,‎1920 x 1080 Pixels,Core i5,8 GB,256 GB,‎Intel UHD Graphics,‎Windows 11,‎6.2 pounds,"$1,199.00 "
Dell,"Dell Latitude 9000 9430 14"" Touchscreen Convertible 2 in 1 Notebook - QHD+ - 2560 x 1600 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) 1.10 GHz - Intel Evo Platform - 16 GB Total RAM - 16 GB",14 Inches,‎2560 x 1600 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎3.6 pounds,"$2,167.99 "
Acer,"Acer Chromebook Enterprise Spin 514 Convertible Laptop | AMD Ryzen 5 3500C | 14"" Full HD IPS Touch Display | 8GB DDR4 | 128GB SSD | microSD | Wi-Fi 5 | Backlit Keyboard | Chrome OS | CP514-1WH-R1H8",14 Inches,‎1920 x 1080,Ryzen 5 3500,8 GB,128 GB,‎AMD Radeon,‎Chrome OS,‎3.42 pounds,$660.99 
Dell,"Dell Alienware X15 R2 Gaming Laptop (2022) | 15.6"" 240Hz QHD | Core i9-1TB SSD - 32GB RAM - 3080 Ti | 14 Cores @ 5 GHz - 12th Gen CPU - 12GB GDDR6X Win 11 Pro",15.6 Inches,‎2560x1440 MP,Core i9,32 GB,1000 GB,‎NVIDIA GeForce RTX 3080 Ti,‎Windows 11 Pro,‎8 pounds,"From $2,999.00"
Lenovo,"Lenovo Flex 5 81CA001WUS Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 512 GB PCIe SSD Intel UHD Graphics 620 15.6"" Touchscreen 1920 x 1080 Convertible 2-in-1 Laptop Windows 10 Home 64-bit -",15.6 Inches,‎1920 x 1080,Core i5 8250U,8 GB,512 GB,‎Intel UHD Graphics 620,‎Windows 10,‎6.3 pounds,$788.90 
Microsoft,Microsoft Surface Laptop Go 12.4-inch Touchscreen Intel Core i5-1035G1 4GB 64GB eMMC Win 10 S Mode,12.4 Inches,‎1536 x 1024 Pixels,Core i5-1035G1,4 GB,64 GB,,‎Windows 10 Home,‎2.45 pounds,$254.00 
ASUS,"ASUS Vivobook Pro 16X Laptop, 16” 16:10 Display, Intel Core i9-13980HX CPU, NVIDIA® GeForce® RTX™ 4070 GPU, 32GB RAM, 1TB SSD, Windows 11 Home, Earl Grey, K6604JI-AS99",16 Inches,‎2560 x 1600 Pixels,Core i9,32 GB,1 TB,,‎Windows 11 Home,‎10.6 pounds,"$2,199.99 "
Dell,"Dell XPS 13 9360 13.3"" FHD Laptop 8th Gen Intel Core i7-8550U 8GB RAM 256GB SSD Rose Gold Win 10 Pro",13.3 Inches,,Intel Core 2 Quad,8 GB,256 GB,,‎Windows 10 Pro,‎2.64 pounds,"$1,099.81 "
Lenovo,"Lenovo Ideapad 5i Pro Laptop, 16"" QHD 2.5K IPS Display, Intel Core i5-11300H, GeForce MX450, 8GB RAM, 512GB SSD, IR Camera, Backlit Keyboard, WiFi 6, Windows 11 Home",16 Inches,‎2560 x 1600 Pixels,Core i5 Family,8 GB,512 GB,‎NVIDIA GeForce MX450,‎Windows 11 Home,‎4.19 pounds,$439.00 
Lenovo,"Lenovo ThinkPad X1 Yoga Gen 7 21CD0045US 14"" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD - Storm",14 Inches,‎1920 x 1200 Pixels,Core i5,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎4.9 pounds,"$1,389.99 "
Acer,"Acer Swift 3 SF314-55-55UT Laptop, 14"" Full HD, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe SSD, Gigabit WiFi, Back-Lit Keyboard, Windows 10",14 Inches,,Core i5,8 GB,256 GB,‎Intel HD Graphics 620,‎Windows 10 Home,‎3 pounds,$479.00 
Lenovo,"Portable Lenovo Ideapad 5 Business Laptop Intel Quad-Core i7-1165G7 15.6"" FHD IPS Touchscreen Display 12GB DDR4 512GB PCIe SSD Backlit KB USB-C Finger Print Webcam Win 10",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,12 GB,512 GB,‎Integrated Intel® Iris X Graphics,‎Windows 10 Home,‎3.87 pounds,
Lenovo,"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 256GB Storage & Active Capacity Pens for Touchscreen Laptop - Black",14 Inches,‎1920 x 1080 Pixels,,16 GB,256 GB,,‎Windows 11 Home,,$653.72 
HP,"HP Elite x360 1040 G9 14"" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 512 GB SSD",14 Inches,‎1920 x 1200 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎5 pounds,"$1,719.68 "
Lenovo,"Lenovo ThinkBook 14 G4 IAP 21DH0075US 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1240P - 16 GB Total RAM - 512 GB SSD",14 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎5.55 pounds,$919.69 
ASUS,"ASUS Vivobook S 14 Flip 14” WUXGA 16:10 touch, AMD Ryzen 5 5600H CPU, 8GB RAM, 512GB SSD, NumberPad, FingerPrint, Windows 11 Home, Quiet Blue, TN3402QA-AS54T",14 Inches,‎1920 x 1200 Pixels,Ryzen 5,8 GB,512 GB,‎Intel Iris,‎Windows 11 Home,‎5.24 pounds,$499.99 
HP,"2022 HP Pavilion 17 Laptop, 17.3"" FHD IPS Display, 11th Gen Intel i5-1135G7(Up to 4.2GHz, Beat i7-10710U), 16GB RAM, 512GB PCIe SSD, Backlit Keyboard, HDMI, WiFi, Bluetooth, Webcam, Windows 11+JVQ MP",17.3 Inches,‎1920 x 1080 Pixels,Intel Core i5,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎5.28 pounds,$699.00 
Dell,"Dell XPS 9310 Thin and Light Touchscreen Laptop - 13.4 Inch UHD+ 4K Display - Intel Core i7-1185G7, 32GB LPDDR4x RAM, 2TB SSD, Intel Iris Xe Graphics, Windows 10 Home - Platinum Silver",13.4 Inches,‎3456 x 2160 Pixels,Core i7,32 GB,2 TB,‎Intel Iris Xe Graphics,‎Windows 10,‎2.8 pounds,"$1,999.00 "
Dell,"Dell Precision 7510 15.6 FHD Laptop, Core i7-6820HQ 2.7GHz, 32GB, 512GB Solid State Drive, Windows 10 Pro 64Bit, CAM, (RENEWED)",15.6 Inches,,‎2.7 GHz,32 GB,512 GB,,‎Windows 10 Pro,‎6.15 pounds,$364.69 
Lenovo,"Lenovo Legion Y740 15-Inch Iron Grey Laptop (81UH0001US) Intel i7-9750H, 16GB RAM, 256GB SSD, 15.6-inch FHD 1920x1080, NVIDIA GeForce RTX2070, Win10 Home, 720p Webcam, RGB Backlit KB, 230W SlimTip AC",15.6 Inches,‎1920 x 1080,‎2.6 GHz,16 GB,256 GB,‎NVIDIA GeForce RTX 2070,‎Windows 10,‎4.65 pounds,
Lenovo,"Lenovo ThinkPad P14s Gen 3 21J5001NUS 14"" Touchscreen Mobile Workstation - WQUXGA - 3840 x 2400 - AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz - 32 GB Total RAM - 32 GB On-Board Memory - 512 GB",14 Inches,‎3840 x 2400 Pixels,Ryzen 7,32 GB,512 GB,‎AMD Radeon 680M Graphics,‎Windows 11,‎4.95 pounds,"$1,670.99 "
Dell,"Dell Latitude 7430 Laptop - 14"" FHD AG 300-nits Touch Display - Intel Core i7-1270P 12-Core (12th Gen) - 32GB RAM - 512GB SSD - 4 Years ProSupport - Win11 pro",14 Inches,‎1920 x 1080 Pixels,Core i7,32 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎2.93 pounds,"From $1,659.00"
HP,"HP EliteBook 645 G9 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5675U Hexa-core (6 Core) 2.30 GHz - 16 GB Total RAM - 512 GB SSD",15.6 Inches,,Ryzen 5,16 GB,512 GB,,,,"$1,292.76 "
HP,"HP 2023 Spectre 16"" 3K+ IPS Touch 2-in-1 Laptop Intel EVO Platform 14-Core i7-12700H Iris Xe Graphics 16GB DDR4 4TB SSD WiFi 6E HDMI Thunderbolt4 Backlit Fingerprint Windows 10 Pro w/Pen and RE USB",16 Inches,‎3072 x 1920 Pixels,Core i7 Family,16 GB,4 TB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎7 pounds,"$2,039.99 "
Lenovo,"Lenovo Yoga 900 13 13.3-Inch MultiTouch Convertible Laptop (Core i7-6500U, 256GB SSD, 8GB RAM) - Silver",13.3 Inches,‎3200x1800,Core i7,8 GB,256 GB,‎Intel HD Graphics 520,‎Windows 10,‎2.84 pounds,
HP,"HP ProBook 440 G8 14"" Notebook, Intel Core i5-1135G7, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 10 Pro (28K86UT#ABA)",14 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎3.03 pounds,$717.68 
MSI,"MSI Prestige 14 14"" FHD Ultra Thin and Light Professional Laptop: Intel Core i5-1240P GTX 1650 16GB LPDDR4X 512GB NVMe SSD, Thunderbolt 4, MicroSD Card Reader, Win 11 Pro: Carbon Gray A12SC-008",14 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,512 GB,‎NVIDIA GeForce GTX 1650,‎Windows 11 Pro,‎4.64 pounds,
ASUS,"ASUS ROG Strix Scar III (2019) Gaming Laptop, 17.3” 240Hz IPS Type FHD, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe SSD, Per-Key RGB KB, Windows 10 Home, G731GW-DH76",17.3 Inches,‎1920 x 1080 Pixels,Intel Core i7,16 GB,1 TB,‎NVIDIA GeForce RTX 2070,‎Windows 10 Home,‎6.28 pounds,"From $3,399.00"
ASUS,"ASUS ZenBook Duo 14 UX482 14” FHD NanoEdge Touch Display, Core i7-1195G7, GeForce MX450, 32GB RAM, 1TB SSD, Innovative ScreenPad Plus, Windows 11 Pro, WiFi 6E, Celestial Blue, UX482EGR-XB77T",14 Inches,‎1920 x 1080 Pixels,Intel Core i7,32 GB,1 TB,‎NVIDIA GeForce MX450,‎Windows 11 Pro,‎6.84 pounds,"$1,699.99 "
Acer,"Acer Swift 3 Intel Evo Thin & Light Laptop, 14"" Full HD, Intel Core i7-1165G7, Iris Xe Graphics, 8GB LPDDR4X, 256GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF314-59-75QC",14 Inches,‎1920x1080 Pixels,Core i7,8 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 10 Home,‎2.64 pounds,$586.00 
LG,"LG Gram Style 14Z90RS Thin and Lightweight Stylish Laptop,White",14,‎2880x1800 Pixels,Intel Core i7,16 GB,512 GB,,‎Windows 11 Home,‎2.2 pounds,"$1,499.99 "
Lenovo,"2022 Newest LENOVO IdeaPad 3 17.3"" HD+ Business Laptop Intel i5-1035G1 12GB RAM DDR4 256GB M.2 SSD Intel UHD Graphics HDMI USB 3.2 Bluetooth Webcam Windows 11 Pro w/ Ontrend 32GB USB Drive",17.3 Inches,‎1600 X 900 Pixels,Core i5 Family,12 GB,256 GB,‎Intel UHD Graphics,‎Windows 11 Pro,‎4.84 pounds,From $699.00
HP,"Flagship 2019 HP 14"" FHD Laptop | Intel Quad-Core Pentium Silver N5000 Up to 2.7Ghz |4GB DDR4 | 64GB eMMC SSD | Office 365 Personal-1yr | Win 10 S| Support up to 256G Micro SD Extra Storage",14 Inches,‎1920 x 1080 Pixels,Pentium,4 GB,64 GB,‎Intel UHD Graphics 620,‎Windows 10,‎3.16 pounds,$324.90 
HP,"HP 17 Laptop PC, 11th Gen Intel Core i3-1125G4, 8 GB RAM, 256 GB SSD Storage, 17.3-inch HD+ Touchscreen, Windows 10 Home, Long Battery Life, HD Web-cam & Dual Microphones (17-cn0010nr, 2021) Silver",17.3 Inches,‎1600 x 900 Pixels,Intel Core i3,8 GB,256 GB,‎Intel UHD Graphics 620,‎Windows 10 Home,‎4.84 pounds,From $599.99
Acer,"Acer Chromebook 314 Laptop | Intel Celeron N4020 | 14.0"" Full HD IPS Display | Intel UHD Graphics | 4GB LPDDR4 | 32GB eMMC | 802.11ac Gigabit Wi-Fi 5 | Chrome OS | CB314-1H-C17S",14 Inches,‎1920x1080,Celeron N4020,4 GB,32 GB,‎Intel UHD Graphics 600,‎Chrome OS,‎3.31 pounds,$227.81 
ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14” FHD Display, AMD Ryzen 7 5800H CPU, Radeon Vega 7 Graphics, 16GB RAM, 1TB PCIe SSD, NumberPad, Windows 11 Pro, Pine Grey, UM425QA-EH74",14 Inches,‎1920 x 1080 Pixels,AMD Ryzen 7 5800H,16 GB,1 TB,‎AMD Radeon Vega 7,‎Windows 11 Pro,‎2.87 pounds,$899.99 
Alienware,"Alienware m15 R6, 15.6 inch QHD 240Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home- Dark Side of the Moon (Latest Model)",15.6 Inches,‎2560 x 1440 Pixels,Core i7 Family,16 GB,512 GB,‎NVIDIA GeForce RTX 3060,‎Windows 10 Home,‎5.93 pounds,"From $2,299.00"
Dell,"Dell Inspiron 15 Laptop, 15.6-inch HD Touchscreen, 10th Gen Intel Core i3-1005G1 Processor up to 3.40GHz, 8GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD, HDMI, Wireless-AC, Windows 10, Black (Renewed)",15.6 Inches,‎1366 x 768 Pixels,Core i3,8 GB,256 GB,‎Intel UHD Graphics,‎Windows 10,‎5.14 pounds,From $384.63
Dell,"Dell Latitude 9000 9520 15"" Touchscreen Convertible 2 in 1 Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Anodized Titan Gray",15 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎3.3 pounds,"$1,713.77 "
Lenovo,"2021 Lenovo IdeaPad 3 15.6"" HD Laptop PC AMD Dual-Core Ryzen 3 3250U 8GB DDR4 RAM 128GB M.2 NVMe SSD AMD Radeon Vega 3 Graphics HDMI WiFi AC Bluetooth Webcam Windows 10 Pro w/ RE 32GB USB 3.0 Drive",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 3 3250U,8 GB,128 GB,‎AMD Radeon Vega 3,‎Windows 10 Pro,‎4.84 pounds,
LG,"LG Gram 17Z90P Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen Core i7, 16GB RAM, 1TB SSD, Upgradeable Windows 10 Home, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",17 Inches,‎2560 x 1600 Pixels,Core i7,16 GB,1 TB,,‎Windows 10,‎2.98 pounds,"$1,177.98 "
ASUS,"ASUS 2023 Vivobook S 16 Flip 16” Touch, AMD Ryzen 5 7530U CPU, AMD Radeon Vega 7 Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Stylus Supported, Windows 11 Home, Midnight Black, TN3604YA-DS51T",16 Inches,‎1920x1200 Pixels,Ryzen 5,8 GB,512 GB,‎AMD Radeon Vega 7,‎Windows 11 Home,‎6.84 pounds,$699.99 
HP,"2022 HP Victus 15.6"" FHD IPS 144 Hz Gaming Laptop 12th Intel i7-12650H 10-Core Nvidia RTX 3050 Ti 4GB 32GB DDR4 1TB NVMe SSD WiFi 6 RJ-45 Backlit Keyboard Windows 11 Pro w/Free 32GB USB",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,32 GB,1 TB,‎Nvidia RTX 3050 Ti 4GB,‎Windows 11 Pro,‎5.2 pounds,"From $1,299.99"
LG,"LG 17'' 17ZB90Q-V.APS5U1 Silver 16:10 WQXGA Gram Laptop with Windows 11 Pro, 16GB LPDDR5, & 512GB Dual SSD Slots",16,,Core i7,16 GB,512 GB,‎Intel HD Graphics 520,‎Windows 11 Pro,‎5.09 pounds,"$1,929.99 "
Toughbook,"Panasonic Toughbook 53, CF-53 MK2, i5-3320 @2.60GHz, HD Touchscreen, 8GB, 256GB SSD, Windows 10 Pro, WiFi, Bluetooth, DVD, 4G LTE (Renewed)",14 Inches,‎1366 x 768 Pixels,Core i5 Family,8 GB,256 GB,‎Intel® HD Graphics 4000,‎Windows 10 Pro,‎8.58 pounds,From $749.99
HP,"HP EliteBook x360 830 G9 13.3"" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD",14 Inches,‎1920 x 1200 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎4.75 pounds,"$1,683.73 "
SAMSUNG,"SAMSUNG Galaxy Book Pro Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Silver",15.6 Inches,‎1920 x 1080 Pixels,Core i7,16 GB,512 GB,,‎Windows 10 Home,‎2.3 pounds,"From $1,099.88"
HP,"HP 2022 15'' FHD IPS Laptop, Windows 11, AMD Athlon Processor Up to 3.1GHz, 4GB RAM, 128GB SSD, HDMI, Super-Fast WiFi, Dale Silver (Renewed) (Dale Silver)",15 Inches,‎1920 x 1080 Pixels,AMD A Series,4 GB,128 GB,‎AMD Radeon Pro 560,‎Windows 11,‎4 pounds,$229.99 
ASUS,"ASUS VivoBook 15 Slim Laptop, 15.6""  FHD Display, Intel Core  i7-1260P CPU, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-DS72",15.6 Inches,‎1920x1080 Pixels,Intel Core i7,8 GB,512 GB,‎Intel Iris,‎Windows 11 Home,‎4 pounds,$849.99 
HP,"HP EliteBook 860 G10 16"" WUXGA Notebook Computer, Intel Core i5-1340P 1.9GHz, 16GB RAM, 256GB SSD, Windows 11 Pro, Wolf Pro Security Edition",,‎1920 x 1200 Pixels,,16 GB,,‎Intel HD Graphics 520,‎Windows 10,‎5.9 pounds,
Acer,"Acer Aspire 3 Slim Laptop Computer, 15.6 inches Full HD Display, Intel Quad-Core i5-1035G1 (Up to 3.6 GHz), 12GB DDR4 RAM, 1TB HDD, HDMI, Wi-Fi, Webcam, Numeric Keypad, Win10",15.6 Inches,‎1920x1080 Pixels,Core i5,12 GB,1 TB,‎Intel UHD Graphics,‎Windows 10,‎5.24 pounds,
HP,2022 HP Home and Business Laptop | 15.6'' FHD Display | AMD 6-Core Ryzen 5 5500U | AMD Radeon Graphics | 16GB DDR4 1TB NVMe SSD | USB-C | HDMI | WiFi AC | BT | HD Webcam | Silver | Windows 10 Pro,15.6 Inches,‎1920 x 1080 Pixels,Ryzen 5,16 GB,1 TB,‎AMD Radeon Graphics,‎Windows 10 Pro,‎7 pounds,
Dell,"Dell XPS 9720 Laptop (2022) | 17"" 4K Touch | Core i7-1TB SSD - 32GB RAM - RTX 3060 | 14 Cores @ 4.7 GHz - 12th Gen CPU - 12GB GDDR6 Win 11 Home",17 Inches,‎3840x2400 MP,Core i7,32 GB,1000 GB,‎NVIDIA GeForce RTX 3060,‎Windows 11 Home,‎8 pounds,"$2,289.99 "
HP,"HP High Performance 14'' HD IPS Laptop, Windows 11, AMD Athlon Processor Up to 3.30GHz, 8GB RAM, 256GB SSD, HDMI, Super-Fast 6th Gen WiFi (Renewed)",14 Inches,‎1366 x 768 Pixels,AMD A Series,8 GB,8 GB,,‎Windows 11,‎3.5 pounds,$279.99 
Lenovo,"Lenovo 2020 IdeaPad 3 15.6"" Full HD Laptop, AMD Ryzen 5 3500U Quad-Core Processor, 8GB Memory, 256GB SSD, Vega 8 Graphics, Webcam, WiFi, Windows 10, Almond, Google Classroom Compatible",15.6 Inches,‎1080 Pixels,AMD R Series,8 GB,256 MB,‎Integrated Radeon Vega 8 Graphics,‎Windows 10 Home,‎4 pounds,
Best Notebook,Best Notebook New Elite Dragonfly Max 13.3inch Multi-Touch 2-in-1 FHD 11th Gen Intel EVO i7-1165G7 Gorilla Glass X55 5G LTE Active Pen 2TB SSD 16GB Ram Win 10 Pro. Navy Blue i7|2TB SSD|16GB RAM|5G,13.3 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,2 TB,‎Intel Iris Xe Integrated Graphics,‎Windows 10 Pro,‎2.2 pounds,"$3,499.99 "
LG,LG 2022 13.3'' Ultra Lightweight Laptop PC FHD IPS Display AMD 6-Core Ryzen 5 4500U 8GB DDR4 256GB NVMe SSD Radeon Graphics WiFi AX BT 5.1 HDMI USB-C Backlit Keyboard Windows 10 Home w/RE USB Drive,13.3 Inches,‎1920 x 1080 Pixels,Ryzen 5 4500U,8 GB,256 GB,‎AMD Radeon Graphics,‎Windows 10 Home,‎6 pounds,
MSI,"MSI GP66 Leopard 15.6"" 240Hz 3.5ms Gaming Laptop Intel Core i7-11800H RTX3070 32GB 1TB NVMe SSD Win11 Pro VR Ready - Black (11UG-687)",15.6 Inches,,Core i7,32 GB,1 TB,‎NVIDIA GeForce RTX 3070,‎Windows 11 Pro,‎5.25 pounds,"$1,549.00 "
Lenovo,"Lenovo ThinkPad T14s Gen 3 21BR002UUS 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) 2.10 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512",14 Inches,‎1920 x 1200 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎5.5 pounds,"$2,134.68 "
HP,HP Elite Chromebook Enterprise c1030 13.5-Inch Touchscreen Laptop - WUXGA+ 1920 x 1280 - Intel Core i7-10610U Quad-Core - 16 GB RAM - 256 GB SSD - Chrome OS - Intel UHD Graphics,13.5 Inches,‎1920 x 1280,Core i7,16 GB,256 GB,‎Intel UHD Graphics,‎Chrome OS,‎1 pounds,"$1,562.08 "
Dell,Dell Latitude 7280 Intel Core 12.5 inch FHD i7-7600U 16GB DDR4 512GB SSD Windows 10 Pro Business Ultrabook,12.5 Inches,,Intel Core Duo,16 GB,512 GB,‎Intel HD Graphics 620,‎Windows 10 Pro,‎2.6 pounds,"$1,259.99 "
MSI,"MSI 2022 GF65 Thin 15.6"" FHD 120Hz Gaming Laptop Intel 4-Core i5-9300H NVIDIA GeForce GTX 1660Ti 6GB GDDR6 16GB DDR4 512GB NVMe SSD HDMI USB-C WiFi AC RJ-45 Backlit KB Windows 10 Pro w/ RE 32GB USB",15.6 Inches,‎1920 x 1080 Pixels,Core i5 Family,16 GB,512 GB,‎NVIDIA GeForce GTX 1660Ti,‎Windows 10 Pro,‎4.1 pounds,
